"Contig_Name","SNP_Position","goTerm","CC","BP","MF","keywords"
"AgU010285_v1.1",755,"GO:1990682 // GO:0070062 // GO:0005615 // GO:0016021 // GO:0016020 // GO:0048471 // GO:0005886 // GO:0005125 // GO:0008083 // GO:0005157 // GO:0042803 // GO:0060444 // GO:0030154 // GO:0008283 // GO:0003006 // GO:0030097 // GO:0048873 // GO:0006954 // GO:0045087 // GO:0038145 // GO:0030225 // GO:0060763 // GO:0060611 // GO:0042117 // GO:0030316 // GO:0002158 // GO:0030335 // GO:0008284 // GO:0001954 // GO:0032270 // GO:0010628 // GO:0010759 // GO:1902228 // GO:0010744 // GO:0045651 // GO:1904141 // GO:0045657 // GO:0032946 // GO:0040018 // GO:0042488 // GO:0045672 // GO:0045860 // GO:0046579 // GO:0010743 // GO:0030278 // GO:0007169","branching involved in mammary gland duct morphogenesis (GO:0060444);cell differentiation (GO:0030154);cell proliferation (GO:0008283);developmental process involved in reproduction (GO:0003006);hemopoiesis (GO:0030097);homeostasis of number of cells within a tissue (GO:0048873);inflammatory response (GO:0006954);innate immune response (GO:0045087);macrophage colony-stimulating factor signaling pathway (GO:0038145);macrophage differentiation (GO:0030225);mammary duct terminal end bud growth (GO:0060763);mammary gland fat development (GO:0060611);monocyte activation (GO:0042117);osteoclast differentiation (GO:0030316);osteoclast proliferation (GO:0002158);positive regulation of cell migration (GO:0030335);positive regulation of cell proliferation (GO:0008284);positive regulation of cell-matrix adhesion (GO:0001954);positive regulation of cellular protein metabolic process (GO:0032270);positive regulation of gene expression (GO:0010628);positive regulation of macrophage chemotaxis (GO:0010759);positive regulation of macrophage colony-stimulating factor signaling pathway (GO:1902228);positive regulation of macrophage derived foam cell differentiation (GO:0010744);positive regulation of macrophage differentiation (GO:0045651);positive regulation of microglial cell migration (GO:1904141);positive regulation of monocyte differentiation (GO:0045657);positive regulation of mononuclear cell proliferation (GO:0032946);positive regulation of multicellular organism growth (GO:0040018);positive regulation of odontogenesis of dentin-containing tooth (GO:0042488);positive regulation of osteoclast differentiation (GO:0045672);positive regulation of protein kinase activity (GO:0045860);positive regulation of Ras protein signal transduction (GO:0046579);regulation of macrophage derived foam cell differentiation (GO:0010743);regulation of ossification (GO:0030278);transmembrane receptor protein tyrosine kinase signaling pathway (GO:0007169);","cytokine activity (GO:0005125);growth factor activity (GO:0008083);macrophage colony-stimulating factor receptor binding (GO:0005157);protein homodimerization activity (GO:0042803);","CSF1-CSF1R complex (GO:1990682);extracellular exosome (GO:0070062);extracellular space (GO:0005615);integral component of membrane (GO:0016021);membrane (GO:0016020);perinuclear region of cytoplasm (GO:0048471);plasma membrane (GO:0005886);","3D-structure;Alternative splicing;Cell membrane;Complete proteome;Cytokine;Direct protein sequencing;Disulfide bond;Glycoprotein;Growth factor;Immunity;Inflammatory response;Innate immunity;Membrane;Phosphoprotein;Polymorphism;Proteoglycan;Reference proteome;Secreted;Signal;Transmembrane;Transmembrane helix.;"
"AgU011115_v1.1",502,"GO:0005829 // GO:0005666 // GO:0005654 // GO:0003677 // GO:0003899 // GO:0046872 // GO:0032549 // GO:0051607 // GO:0010467 // GO:0045087 // GO:0045089 // GO:0032728 // GO:0032481 // GO:0006386 // GO:0006385 // GO:0006383","defense response to virus (GO:0051607);gene expression (GO:0010467);innate immune response (GO:0045087);positive regulation of innate immune response (GO:0045089);positive regulation of interferon-beta production (GO:0032728);positive regulation of type I interferon production (GO:0032481);termination of RNA polymerase III transcription (GO:0006386);transcription elongation from RNA polymerase III promoter (GO:0006385);transcription from RNA polymerase III promoter (GO:0006383);","DNA binding (GO:0003677);DNA-directed RNA polymerase activity (GO:0003899);metal ion binding (GO:0046872);ribonucleoside binding (GO:0032549);","cytosol (GO:0005829);DNA-directed RNA polymerase III complex (GO:0005666);nucleoplasm (GO:0005654);","Alternative splicing;Antiviral defense;Complete proteome;Disease mutation;DNA-directed RNA polymerase;Immunity;Innate immunity;Leukodystrophy;Metal-binding;Nucleotidyltransferase;Nucleus;Polymorphism;Reference proteome;Transcription;Transferase;Zinc;Zinc-finger.;"
"AgU012029_v1.1",170,"GO:0005737 // GO:0005829 // GO:0070062 // GO:0005925 // GO:0016020 // GO:0005654 // GO:0005634 // GO:0030529 // GO:0003677 // GO:0019899 // GO:0044822 // GO:0003723 // GO:0031625 // GO:0051607 // GO:0010467 // GO:0045087 // GO:0016071 // GO:0000398 // GO:0050687 // GO:0032480 // GO:0043161 // GO:0008380","defense response to virus (GO:0051607);gene expression (GO:0010467);innate immune response (GO:0045087);mRNA metabolic process (GO:0016071);mRNA splicing, via spliceosome (GO:0000398);negative regulation of defense response to virus (GO:0050687);negative regulation of type I interferon production (GO:0032480);proteasome-mediated ubiquitin-dependent protein catabolic process (GO:0043161);RNA splicing (GO:0008380);","DNA binding (GO:0003677);enzyme binding (GO:0019899);poly(A) RNA binding (GO:0044822);RNA binding (GO:0003723);ubiquitin protein ligase binding (GO:0031625);","cytoplasm (GO:0005737);cytosol (GO:0005829);extracellular exosome (GO:0070062);focal adhesion (GO:0005925);membrane (GO:0016020);nucleoplasm (GO:0005654);nucleus (GO:0005634);ribonucleoprotein complex (GO:0030529);","3D-structure;Alternative splicing;Antiviral defense;Complete proteome;Cytoplasm;Direct protein sequencing;DNA-binding;Immunity;Innate immunity;Nucleus;Phosphoprotein;Reference proteome;Repeat;Ribonucleoprotein;RNA-binding;Viral RNA replication.;"
"AgU012925_v1.1",672,"GO:0031225 // GO:0009986 // GO:0005829 // GO:0070062 // GO:0005576 // GO:0005887 // GO:0045121 // GO:0005886 // GO:0008289 // GO:0001618 // GO:0035743 // GO:0006958 // GO:0045087 // GO:0045916 // GO:2000516 // GO:2000563 // GO:0007204 // GO:0030449 // GO:0031664 // GO:0045730 // GO:0046718","CD4-positive, alpha-beta T cell cytokine production (GO:0035743);complement activation, classical pathway (GO:0006958);innate immune response (GO:0045087);negative regulation of complement activation (GO:0045916);positive regulation of CD4-positive, alpha-beta T cell activation (GO:2000516);positive regulation of CD4-positive, alpha-beta T cell proliferation (GO:2000563);positive regulation of cytosolic calcium ion concentration (GO:0007204);regulation of complement activation (GO:0030449);regulation of lipopolysaccharide-mediated signaling pathway (GO:0031664);respiratory burst (GO:0045730);viral entry into host cell (GO:0046718);","lipid binding (GO:0008289);virus receptor activity (GO:0001618);","anchored component of membrane (GO:0031225);cell surface (GO:0009986);cytosol (GO:0005829);extracellular exosome (GO:0070062);extracellular region (GO:0005576);integral component of plasma membrane (GO:0005887);membrane raft (GO:0045121);plasma membrane (GO:0005886);","3D-structure;Alternative splicing;Blood group antigen;Cell membrane;Complement pathway;Complete proteome;Direct protein sequencing;Disulfide bond;Glycoprotein;GPI-anchor;Host cell receptor for virus entry;Host-virus interaction;Immunity;Innate immunity;Lipoprotein;Membrane;Polymorphism;Receptor;Reference proteome;Repeat;Secreted;Signal;Sushi.;"
"AgU013016_v1.1",502,"GO:0015030 // GO:0005737 // GO:0005730 // GO:0005654 // GO:0005634 // GO:0016605 // GO:0000175 // GO:0004527 // GO:0008859 // GO:0046872 // GO:0008310 // GO:0030619 // GO:0030620 // GO:0034511 // GO:0008283 // GO:0019221 // GO:0051607 // GO:0000738 // GO:0045071 // GO:0009615 // GO:0006401 // GO:0090503 // GO:0006364 // GO:0060337","cell proliferation (GO:0008283);cytokine-mediated signaling pathway (GO:0019221);defense response to virus (GO:0051607);DNA catabolic process, exonucleolytic (GO:0000738);negative regulation of viral genome replication (GO:0045071);response to virus (GO:0009615);RNA catabolic process (GO:0006401);RNA phosphodiester bond hydrolysis, exonucleolytic (GO:0090503);rRNA processing (GO:0006364);type I interferon signaling pathway (GO:0060337);","3'-5'-exoribonuclease activity (GO:0000175);exonuclease activity (GO:0004527);exoribonuclease II activity (GO:0008859);metal ion binding (GO:0046872);single-stranded DNA 3'-5' exodeoxyribonuclease activity (GO:0008310);U1 snRNA binding (GO:0030619);U2 snRNA binding (GO:0030620);U3 snoRNA binding (GO:0034511);","Cajal body (GO:0015030);cytoplasm (GO:0005737);nucleolus (GO:0005730);nucleoplasm (GO:0005654);nucleus (GO:0005634);PML body (GO:0016605);","3D-structure;Alternative splicing;Antiviral defense;Complete proteome;Cytoplasm;Exonuclease;Hydrolase;Immunity;Innate immunity;Manganese;Metal-binding;Nuclease;Nucleus;Reference proteome;RNA-binding;rRNA processing.;"
"AgU013299_v1.1",354,"GO:0016874 // GO:0008270 // GO:0002250 // GO:0016567","adaptive immune response (GO:0002250);protein ubiquitination (GO:0016567);","ligase activity (GO:0016874);zinc ion binding (GO:0008270);","No_GOCC","Adaptive immunity;Immunity;Ligase;Lipoprotein;Metal-binding;Myristate;Ubl conjugation pathway;Zinc;Zinc-finger.;"
"AgU013788_v1.1",110,"GO:0005737 // GO:0005829 // GO:0016874 // GO:0044822 // GO:0004842 // GO:0008270 // GO:0051607 // GO:0045087 // GO:0032608 // GO:0032481 // GO:0070534 // GO:0032479 // GO:0034340","defense response to virus (GO:0051607);innate immune response (GO:0045087);interferon-beta production (GO:0032608);positive regulation of type I interferon production (GO:0032481);protein K63-linked ubiquitination (GO:0070534);regulation of type I interferon production (GO:0032479);response to type I interferon (GO:0034340);","ligase activity (GO:0016874);poly(A) RNA binding (GO:0044822);ubiquitin-protein transferase activity (GO:0004842);zinc ion binding (GO:0008270);","cytoplasm (GO:0005737);cytosol (GO:0005829);","Alternative splicing;Antiviral defense;Coiled coil;Complete proteome;Cytoplasm;Immunity;Innate immunity;Ligase;Metal-binding;Phosphoprotein;Reference proteome;Repeat;Ubl conjugation pathway;Zinc;Zinc-finger.;"
"AgU013788_v1.1",600,"GO:0005737 // GO:0005829 // GO:0016874 // GO:0044822 // GO:0004842 // GO:0008270 // GO:0051607 // GO:0045087 // GO:0032608 // GO:0032481 // GO:0070534 // GO:0032479 // GO:0034340","defense response to virus (GO:0051607);innate immune response (GO:0045087);interferon-beta production (GO:0032608);positive regulation of type I interferon production (GO:0032481);protein K63-linked ubiquitination (GO:0070534);regulation of type I interferon production (GO:0032479);response to type I interferon (GO:0034340);","ligase activity (GO:0016874);poly(A) RNA binding (GO:0044822);ubiquitin-protein transferase activity (GO:0004842);zinc ion binding (GO:0008270);","cytoplasm (GO:0005737);cytosol (GO:0005829);","Alternative splicing;Antiviral defense;Coiled coil;Complete proteome;Cytoplasm;Immunity;Innate immunity;Ligase;Metal-binding;Phosphoprotein;Reference proteome;Repeat;Ubl conjugation pathway;Zinc;Zinc-finger.;"
"AgU013788_v1.1",654,"GO:0005737 // GO:0005829 // GO:0016874 // GO:0044822 // GO:0004842 // GO:0008270 // GO:0051607 // GO:0045087 // GO:0032608 // GO:0032481 // GO:0070534 // GO:0032479 // GO:0034340","defense response to virus (GO:0051607);innate immune response (GO:0045087);interferon-beta production (GO:0032608);positive regulation of type I interferon production (GO:0032481);protein K63-linked ubiquitination (GO:0070534);regulation of type I interferon production (GO:0032479);response to type I interferon (GO:0034340);","ligase activity (GO:0016874);poly(A) RNA binding (GO:0044822);ubiquitin-protein transferase activity (GO:0004842);zinc ion binding (GO:0008270);","cytoplasm (GO:0005737);cytosol (GO:0005829);","Alternative splicing;Antiviral defense;Coiled coil;Complete proteome;Cytoplasm;Immunity;Innate immunity;Ligase;Metal-binding;Phosphoprotein;Reference proteome;Repeat;Ubl conjugation pathway;Zinc;Zinc-finger.;"
"AgU014070_v1.1",558,"GO:0032009 // GO:0005783 // GO:0005768 // GO:0016021 // GO:0005764 // GO:0005886 // GO:0043235 // GO:0003725 // GO:0003727 // GO:0035197 // GO:0004888 // GO:0071260 // GO:0051607 // GO:0007252 // GO:0045087 // GO:0002755 // GO:0032722 // GO:0045356 // GO:0045359 // GO:0045078 // GO:0032755 // GO:0045416 // GO:0042346 // GO:0001932 // GO:0034154","cellular response to mechanical stimulus (GO:0071260);defense response to virus (GO:0051607);I-kappaB phosphorylation (GO:0007252);innate immune response (GO:0045087);MyD88-dependent toll-like receptor signaling pathway (GO:0002755);positive regulation of chemokine production (GO:0032722);positive regulation of interferon-alpha biosynthetic process (GO:0045356);positive regulation of interferon-beta biosynthetic process (GO:0045359);positive regulation of interferon-gamma biosynthetic process (GO:0045078);positive regulation of interleukin-6 production (GO:0032755);positive regulation of interleukin-8 biosynthetic process (GO:0045416);positive regulation of NF-kappaB import into nucleus (GO:0042346);regulation of protein phosphorylation (GO:0001932);toll-like receptor 7 signaling pathway (GO:0034154);","double-stranded RNA binding (GO:0003725);single-stranded RNA binding (GO:0003727);siRNA binding (GO:0035197);transmembrane signaling receptor activity (GO:0004888);","early phagosome (GO:0032009);endoplasmic reticulum (GO:0005783);endosome (GO:0005768);integral component of membrane (GO:0016021);lysosome (GO:0005764);plasma membrane (GO:0005886);receptor complex (GO:0043235);","Complete proteome {ECO:0000313|Proteomes:UP000002254};Immunity {ECO:0000256|SAAS:SAAS00179803};Innate immunity {ECO:0000256|SAAS:SAAS00179803};Leucine-rich repeat {ECO:0000256|SAAS:SAAS00097173};Membrane {ECO:0000256|SAAS:SAAS00307852};Receptor {ECO:0000256|SAAS:SAAS00179802};Reference proteome {ECO:0000313|Proteomes:UP000002254};Repeat {ECO:0000256|SAAS:SAAS00097574};Transmembrane {ECO:0000256|SAAS:SAAS00307852};Transmembrane helix {ECO:0000256|SAAS:SAAS00307852}.;"
